-223,-460,-94,756,15020,-5428,35,10,-16,-16593,100789,249,402
-215,-459,-98,756,15076,-5448,35,9,-16,-16601,100785,249,402
-218,-456,-94,792,15004,-5460,35,11,-16,-16596,100791,249,402
-217,-459,-96,796,15012,-5484,35,10,-16,-16589,100785,249,402
-223,-457,-93,820,15040,-5456,35,10,-16,-16595,100792,249,396
-220,-456,-101,800,15016,-5444,34,10,-16,-16606,100791,249,396
-227,-453,-99,796,15024,-5408,36,11,-15,-16603,100788,249,396
-216,-454,-99,808,15008,-5452,35,10,-16,-16603,100789,249,396
-218,-465,-105,768,15020,-5380,36,11,-14,-16600,100783,249,389
-222,-461,-99,812,15024,-5400,36,10,-15,-16597,100776,249,389
-220,-464,-95,760,14996,-5440,36,11,-17,-16596,100782,249,389
-216,-462,-103,808,14980,-5456,36,11,-15,-16599,100785,249,389
-222,-463,-92,792,14972,-5412,35,10,-16,-16591,100786,249,432
-215,-463,-97,784,15024,-5424,36,11,-16,-16594,100786,249,432
-221,-463,-95,792,15020,-5388,36,10,-16,-16609,100781,249,432
-216,-462,-95,780,15020,-5420,34,11,-16,-16597,100786,249,432
-223,-453,-100,788,14996,-5448,36,10,-17,-16602,100788,249,430
-224,-463,-97,808,15040,-5408,35,11,-16,-16594,100783,249,430
-223,-449,-99,840,14988,-5412,35,10,-16,-16595,100783,249,430
-220,-462,-88,848,15012,-5408,35,10,-16,-16595,100786,249,430
-221,-461,-102,760,15004,-5416,36,12,-16,-16612,100782,249,348
-214,-455,-94,856,15032,-5448,35,11,-15,-16597,100782,249,348
-218,-460,-91,764,15040,-5396,35,11,-16,-16602,100778,249,348
-222,-459,-106,752,14992,-5440,36,11,-16,-16594,100781,249,348
-215,-466,-96,768,14996,-5424,36,10,-16,-16602,100785,249,410
-220,-452,-98,760,14992,-5444,35,11,-17,-16586,100781,249,410
-219,-459,-96,732,14980,-5388,36,10,-16,-16602,100783,249,410
-213,-462,-99,776,15004,-5460,34,11,-15,-16600,100785,249,410
-220,-457,-102,788,15000,-5428,35,10,-16,-16592,100778,249,408
-221,-459,-92,748,15028,-5432,36,9,-17,-16588,100778,249,408
-222,-457,-94,776,15052,-5360,34,12,-15,-16594,100781,249,408
-220,-460,-101,800,14948,-5384,35,10,-16,-16587,100782,249,408
-214,-462,-103,760,15036,-5440,35,10,-15,-16592,100782,249,352
-218,-459,-99,804,15028,-5444,35,11,-16,-16599,100778,249,352
-217,-458,-102,772,15036,-5404,35,11,-16,-16587,100779,249,352
-222,-456,-95,776,15000,-5400,35,11,-16,-16594,100782,249,352
-216,-461,-89,728,15004,-5440,35,10,-16,-16593,100775,249,405
-217,-460,-93,780,14992,-5404,35,11,-15,-16593,100785,249,405
-219,-453,-96,772,15012,-5484,35,11,-15,-16590,100785,249,405
-216,-463,-101,776,15004,-5392,35,11,-16,-16591,100782,249,405
-222,-462,-95,780,15060,-5376,35,11,-15,-16593,100785,249,400
-217,-456,-100,704,14980,-5400,35,11,-15,-16597,100781,249,400
-223,-459,-101,804,15012,-5416,36,12,-15,-16600,100778,249,400
-222,-455,-101,736,14992,-5440,35,11,-16,-16596,100772,249,400
-225,-462,-101,716,14984,-5472,36,11,-16,-16600,100778,249,431
-220,-460,-96,820,15020,-5444,35,11,-15,-16584,100783,249,431
-222,-451,-95,808,15064,-5456,35,11,-16,-16604,100775,249,431
-221,-459,-99,792,15020,-5404,35,10,-16,-16591,100772,249,431
-220,-459,-94,828,14992,-5444,34,12,-15,-16600,100781,249,337
-220,-456,-97,800,15012,-5364,34,11,-15,-16594,100776,249,337
-219,-462,-98,788,14988,-5416,36,11,-15,-16588,100775,249,337
-217,-457,-96,808,14976,-5428,35,11,-15,-16584,100776,249,337
-220,-457,-102,804,15044,-5384,35,12,-16,-16593,100773,249,401
-220,-462,-95,804,15024,-5408,36,11,-16,-16588,100771,249,401
-220,-459,-101,816,14984,-5476,34,11,-16,-16588,100783,249,401
-222,-459,-95,792,15012,-5428,35,10,-15,-16602,100778,249,401
-217,-457,-96,796,15000,-5440,35,11,-16,-16584,100778,249,378
-219,-456,-102,804,15072,-5428,35,10,-15,-16591,100776,249,378
-219,-456,-99,792,15040,-5428,36,11,-16,-16592,100776,249,378
-215,-455,-95,752,15028,-5408,35,11,-15,-16590,100775,249,378
-219,-459,-97,780,15008,-5468,35,11,-16,-16591,100782,249,379
-220,-459,-98,836,15032,-5448,36,11,-15,-16603,100782,249,379
-216,-457,-91,800,15004,-5440,35,12,-16,-16586,100788,249,379
-227,-459,-91,828,15032,-5408,35,12,-15,-16592,100786,249,379
-221,-462,-92,780,15008,-5428,36,11,-16,-16589,100778,249,404
-222,-459,-93,812,15012,-5444,36,10,-15,-16593,100782,249,404
-216,-459,-97,828,15008,-5392,35,10,-16,-16592,100785,249,404
-219,-455,-93,780,15008,-5412,35,11,-15,-16584,100782,249,404
-221,-454,-90,784,14988,-5416,35,11,-15,-16596,100776,249,355
-222,-463,-96,816,15016,-5440,36,11,-16,-16592,100779,249,355
-215,-463,-95,828,15028,-5372,34,10,-16,-16595,100781,249,355
-212,-460,-98,852,15004,-5408,34,11,-15,-16580,100775,249,355
-222,-459,-91,776,15008,-5372,35,11,-16,-16588,100775,249,376
-215,-468,-97,792,15000,-5392,35,11,-15,-16591,100781,249,376
-215,-456,-99,812,15012,-5432,35,11,-16,-16590,100776,249,376
-221,-467,-101,808,14988,-5420,35,10,-16,-16584,100773,249,376
-221,-456,-98,812,15032,-5412,35,11,-15,-16585,100782,249,448
-221,-456,-97,796,15016,-5420,35,11,-17,-16590,100772,249,448
-218,-463,-94,840,15036,-5416,36,10,-16,-16594,100779,249,448
-227,-460,-94,756,15012,-5392,35,12,-16,-16592,100797,249,448
-223,-456,-106,800,15024,-5404,35,11,-16,-16585,100782,249,395
-227,-457,-94,752,15024,-5424,35,11,-16,-16594,100782,249,395
-210,-456,-100,832,14996,-5432,35,11,-17,-16594,100781,249,395
-224,-451,-100,840,15004,-5368,36,11,-15,-16581,100779,249,395
-210,-462,-97,740,15024,-5456,35,11,-16,-16584,100779,249,316
-213,-455,-98,796,15052,-5440,34,10,-17,-16584,100775,249,316
-220,-454,-96,776,14980,-5432,35,11,-16,-16583,100776,249,316
-217,-466,-94,836,14964,-5448,35,10,-15,-16591,100772,249,316
-222,-460,-95,776,15052,-5460,34,11,-16,-16584,100781,249,403
-217,-464,-90,832,14992,-5480,35,12,-16,-16589,100781,249,403
-216,-457,-96,848,15004,-5392,36,11,-16,-16588,100783,249,403
-216,-466,-92,796,15000,-5412,35,10,-16,-16589,100773,249,403
-222,-458,-98,796,15016,-5448,35,10,-16,-16599,100778,249,485
-222,-457,-96,768,14992,-5424,35,10,-15,-16587,100775,249,485
-219,-463,-96,804,15008,-5424,36,11,-17,-16590,100779,249,485
-213,-455,-102,760,15004,-5452,35,10,-16,-16585,100772,249,485
-215,-457,-101,744,15016,-5392,35,11,-16,-16582,100781,249,385
-217,-463,-103,736,15036,-5348,36,11,-16,-16578,100782,249,385
-221,-459,-103,796,15016,-5400,34,10,-17,-16592,100778,249,385
-219,-458,-95,824,15012,-5416,36,11,-17,-16589,100778,249,385
-220,-461,-102,816,15004,-5524,36,12,-16,-16578,100782,249,350
-214,-458,-90,768,14992,-5432,35,11,-15,-16585,100776,249,350
-216,-455,-95,800,14956,-5384,35,10,-14,-16599,100772,249,350
-211,-467,-93,788,15024,-5424,35,10,-17,-16588,100779,249,350
-214,-455,-98,832,15032,-5384,36,11,-16,-16574,100779,249,499
-217,-463,-96,756,15000,-5428,34,10,-15,-16584,100772,249,499
-221,-463,-100,812,14968,-5412,37,11,-16,-16585,100769,249,499
-221,-456,-93,800,15036,-5424,35,9,-16,-16585,100775,249,499
-221,-460,-90,780,15036,-5424,35,10,-15,-16586,100769,249,425
-216,-458,-94,784,15024,-5396,35,11,-16,-16588,100776,249,425
-218,-455,-96,776,15028,-5472,35,9,-16,-16581,100773,249,425
-215,-463,-96,784,15008,-5476,34,10,-16,-16581,100775,249,425
-222,-461,-98,812,14976,-5444,35,11,-16,-16582,100776,249,324
-223,-463,-98,756,15028,-5440,36,9,-16,-16579,100781,249,324
-223,-456,-101,752,14980,-5408,35,10,-17,-16584,100782,249,324
-219,-450,-92,768,15024,-5412,33,10,-15,-16585,100775,249,324
-222,-462,-100,808,15012,-5452,36,10,-15,-16590,100771,249,432
-223,-462,-95,776,15008,-5440,35,10,-15,-16585,100772,249,432
-213,-460,-101,780,15052,-5424,34,10,-16,-16592,100781,249,432
-212,-461,-93,824,15000,-5448,34,10,-16,-16591,100778,249,432
-223,-455,-90,792,15020,-5364,36,10,-16,-16589,100776,249,439
-217,-457,-101,760,15052,-5448,35,9,-15,-16576,100776,249,439
-220,-456,-95,828,14996,-5436,35,11,-15,-16577,100775,249,439
-214,-462,-91,772,15056,-5436,36,12,-15,-16586,100775,249,439
-222,-462,-98,776,15004,-5424,36,10,-16,-16578,100773,249,408
-227,-455,-94,796,14996,-5384,35,10,-15,-16581,100778,249,408
-224,-455,-101,788,15000,-5420,35,10,-14,-16584,100776,249,408
-221,-461,-94,792,15032,-5452,35,11,-16,-16591,100763,249,408
-216,-456,-95,780,15012,-5444,35,10,-15,-16577,100781,249,503
-218,-458,-98,784,14992,-5464,35,11,-16,-16580,100768,249,503
-220,-457,-97,764,15024,-5452,36,10,-15,-16589,100769,249,503
-220,-461,-97,864,14992,-5388,34,11,-15,-16578,100781,249,503
-223,-455,-99,772,15028,-5420,35,11,-16,-16588,100771,249,417
-218,-455,-89,788,14968,-5408,35,11,-15,-16584,100768,249,417
-219,-463,-95,676,15028,-5444,35,11,-15,-16582,100766,249,417
-219,-456,-98,824,15004,-5476,35,11,-14,-16578,100768,249,417
-216,-456,-103,800,15016,-5448,34,10,-16,-16578,100776,249,480
-218,-455,-100,720,15032,-5376,35,10,-15,-16583,100776,249,480
-214,-458,-93,816,15004,-5440,34,11,-15,-16581,100771,249,480
-212,-457,-94,756,15004,-5440,35,10,-15,-16583,100772,249,480
-216,-459,-92,776,15040,-5472,36,10,-17,-16585,100768,249,305
-217,-458,-101,800,14976,-5456,35,11,-15,-16584,100778,249,305
-220,-459,-98,804,15028,-5440,35,9,-16,-16576,100768,249,305
-219,-465,-96,744,15024,-5388,36,11,-16,-16585,100762,249,305
-214,-462,-99,780,15032,-5448,35,11,-16,-16583,100766,249,456
-216,-455,-103,800,15048,-5444,35,11,-16,-16580,100771,249,456
-221,-464,-97,812,14956,-5392,36,11,-16,-16577,100771,249,456
-214,-454,-102,816,15000,-5428,36,9,-16,-16582,100769,249,456
-224,-460,-93,788,15008,-5524,34,10,-15,-16580,100765,249,414
-219,-459,-91,808,14984,-5428,36,9,-15,-16592,100772,249,414
-225,-454,-95,828,15056,-5456,37,10,-16,-16587,100768,249,414
-224,-465,-88,844,15000,-5408,35,10,-15,-16582,100769,249,414
-219,-462,-95,776,15024,-5428,34,10,-15,-16571,100763,249,432
-214,-457,-101,740,15008,-5476,36,11,-14,-16586,100771,249,432
-218,-463,-103,772,15012,-5424,35,10,-16,-16589,100761,249,432
-220,-454,-91,760,15016,-5380,34,9,-16,-16587,100766,249,432
-218,-462,-100,816,15024,-5456,35,10,-16,-16578,100773,249,338
-215,-459,-92,824,15020,-5436,36,10,-16,-16578,100771,249,338
-219,-460,-90,768,14976,-5408,34,10,-16,-16579,100771,249,338
-212,-455,-96,812,15104,-5464,36,12,-15,-16574,100779,249,338
-217,-457,-101,796,15040,-5400,37,14,-16,-16578,100772,249,374
-219,-464,-89,728,14976,-5432,37,13,-17,-16589,100766,249,374
-215,-460,-93,752,14952,-5428,36,11,-16,-16587,100761,249,374
-225,-459,-92,856,15028,-5396,34,11,-14,-16575,100756,249,374
-215,-463,-99,800,14992,-5444,37,10,-17,-16576,100768,249,463
-217,-467,-91,800,15004,-5464,35,10,-16,-16579,100761,249,463
-219,-462,-100,824,14960,-5372,34,10,-15,-16577,100768,249,463
-221,-451,-96,820,15056,-5400,36,10,-14,-16581,100765,249,463
-217,-458,-97,796,15052,-5432,35,10,-16,-16572,100768,249,430
-217,-462,-99,784,14964,-5364,34,11,-14,-16582,100771,249,430
-221,-455,-94,808,15024,-5400,35,10,-16,-16576,100765,249,430
-219,-456,-96,856,15000,-5444,37,11,-15,-16578,100771,249,430
-220,-458,-100,796,14992,-5428,33,11,-15,-16576,100768,249,467
-212,-459,-92,880,15016,-5436,35,10,-16,-16582,100768,249,467
-216,-453,-91,752,14968,-5460,36,10,-16,-16576,100762,249,467
-222,-460,-91,728,14992,-5440,35,11,-16,-16583,100773,249,467
-222,-463,-98,804,15036,-5416,35,12,-14,-16583,100773,249,496
-221,-458,-93,744,15004,-5396,35,11,-16,-16584,100768,249,496
-222,-465,-93,792,14988,-5476,36,11,-15,-16578,100771,249,496
-217,-457,-93,836,15020,-5404,36,11,-15,-16570,100772,249,496
-222,-453,-98,752,15060,-5388,35,10,-15,-16582,100768,249,315
-217,-463,-97,808,15040,-5432,34,11,-16,-16569,100761,249,315
-219,-461,-98,808,15076,-5372,35,10,-15,-16577,100771,249,315
-217,-462,-100,784,15052,-5540,34,10,-16,-16571,100769,249,315
-221,-463,-99,804,15016,-5428,35,11,-15,-16582,100769,249,332
-224,-459,-98,780,14988,-5412,36,10,-15,-16573,100763,249,332
-219,-456,-96,792,14980,-5436,35,11,-15,-16577,100762,249,332
-217,-468,-97,760,15032,-5448,35,11,-15,-16572,100763,249,332
-215,-461,-91,812,14956,-5412,36,10,-16,-16579,100765,249,425
-220,-458,-96,832,14992,-5388,36,11,-16,-16582,100765,249,425
-218,-462,-91,832,15008,-5440,36,10,-16,-16572,100758,249,425
-219,-460,-91,792,15008,-5440,35,9,-15,-16571,100762,249,425
-218,-456,-95,776,14988,-5416,35,10,-15,-16578,100765,249,444
-216,-461,-100,796,15048,-5440,36,11,-17,-16585,100766,249,444
-218,-460,-98,784,14980,-5480,35,10,-16,-16577,100765,249,444
-220,-458,-93,788,14984,-5432,36,11,-16,-16573,100759,249,444
-217,-460,-102,832,14980,-5448,36,10,-17,-16572,100761,249,357
-212,-460,-98,808,14976,-5412,36,10,-16,-16578,100766,249,357
-213,-461,-99,744,15004,-5452,34,10,-15,-16575,100763,249,357
-219,-466,-99,796,15028,-5400,36,11,-17,-16584,100761,249,357
-224,-456,-91,788,15008,-5468,36,10,-17,-16580,100762,249,372
-223,-459,-94,780,15008,-5424,36,11,-15,-16574,100766,249,372
-211,-464,-95,796,15028,-5476,36,9,-17,-16580,100763,249,372
-214,-463,-96,848,15000,-5464,36,10,-16,-16583,100763,249,372
-222,-454,-95,780,15016,-5420,35,10,-16,-16584,100761,249,415
-215,-467,-96,784,14992,-5448,35,11,-15,-16584,100768,249,415
-220,-460,-98,800,15060,-5452,36,10,-17,-16572,100763,249,415
-216,-461,-104,792,15012,-5428,35,11,-15,-16562,100762,249,415
-209,-459,-95,804,15004,-5420,34,11,-15,-16577,100762,249,383
-215,-457,-89,740,15000,-5408,36,11,-17,-16580,100761,249,383
-228,-459,-98,808,15016,-5380,35,11,-16,-16571,100772,249,383
-223,-460,-102,836,15032,-5428,34,11,-15,-16581,100758,249,383
-221,-463,-99,804,15032,-5444,35,10,-16,-16581,100761,249,456
-214,-455,-90,796,15020,-5484,35,11,-16,-16579,100763,249,456
-222,-459,-96,800,15032,-5424,36,10,-15,-16573,100756,249,456
-223,-461,-104,768,15044,-5452,36,10,-15,-16572,100768,249,456
-223,-462,-95,816,15028,-5440,35,10,-15,-16570,100762,249,352
-216,-460,-93,760,15008,-5460,35,11,-17,-16574,100769,249,352
-221,-455,-94,800,15024,-5444,36,12,-16,-16571,100761,249,352
-222,-459,-95,732,15024,-5436,36,11,-17,-16576,100761,249,352
-219,-458,-98,764,15024,-5412,36,12,-16,-16575,100761,249,438
-214,-452,-96,828,15000,-5424,36,9,-16,-16575,100766,249,438
-209,-460,-95,780,15004,-5516,36,11,-15,-16568,100758,249,438
-220,-457,-94,760,15024,-5408,34,10,-15,-16570,100758,249,438
-225,-460,-96,760,15024,-5408,37,11,-16,-16569,100766,249,449
-222,-458,-102,780,14988,-5452,35,11,-17,-16570,100765,249,449
-218,-458,-93,764,15016,-5476,35,11,-15,-16585,100765,249,449
-218,-462,-94,800,15024,-5384,36,12,-14,-16571,100759,249,449
-220,-459,-90,772,15016,-5440,36,10,-15,-16580,100756,249,329
-221,-460,-97,744,15000,-5368,36,10,-16,-16578,100761,249,329
-218,-462,-94,792,15008,-5428,36,10,-15,-16557,100766,249,329
-223,-460,-98,772,15028,-5360,36,9,-15,-16571,100763,249,329
-225,-457,-91,848,15064,-5364,35,10,-16,-16574,100766,249,366
-211,-454,-94,768,15012,-5432,34,11,-16,-16574,100765,249,366
-222,-459,-97,832,15024,-5448,35,11,-16,-16575,100762,249,366
-224,-458,-98,796,15064,-5432,35,12,-17,-16574,100755,249,366
-220,-458,-101,768,15040,-5440,36,12,-14,-16584,100759,249,380
-220,-465,-97,816,14984,-5428,35,11,-16,-16563,100759,249,380
-219,-459,-98,768,14996,-5444,35,10,-17,-16572,100758,249,380
-217,-461,-98,824,15008,-5424,36,11,-15,-16580,100758,249,380
-221,-463,-93,788,15040,-5436,35,10,-16,-16576,100758,249,379
-222,-464,-104,784,15032,-5444,35,11,-16,-16574,100761,249,379
-216,-458,-95,784,14988,-5396,36,12,-15,-16573,100756,249,379
-217,-450,-92,844,14984,-5420,36,12,-16,-16574,100763,249,379
-217,-465,-96,792,14976,-5392,36,11,-15,-16571,100758,249,301
-221,-453,-100,744,15012,-5388,34,11,-16,-16569,100755,249,301
-216,-454,-103,760,14968,-5432,36,12,-15,-16579,100758,249,301
-221,-457,-101,800,15028,-5440,36,11,-16,-16566,100761,249,301
-214,-455,-85,788,15020,-5376,34,12,-16,-16572,100761,249,528
-220,-462,-95,792,14996,-5392,35,10,-15,-16573,100755,249,528
-219,-460,-98,772,15012,-5424,37,12,-17,-16568,100761,249,528
-217,-459,-93,768,15008,-5416,34,11,-16,-16534,100762,249,528
-219,-458,-96,824,15008,-5428,35,12,-16,-16575,100761,249,424
-218,-463,-96,808,14992,-5380,36,11,-17,-16572,100761,249,424
-222,-459,-101,776,14980,-5452,35,10,-16,-16573,100759,249,424
-219,-454,-95,804,15020,-5460,35,11,-16,-16572,100755,249,424
-225,-457,-95,836,14988,-5448,37,11,-16,-16573,100753,249,348
-219,-456,-103,804,15056,-5392,36,11,-16,-16574,100753,249,348
-216,-467,-100,808,14980,-5412,36,11,-16,-16573,100751,249,348
-213,-452,-98,784,14952,-5420,36,11,-15,-16583,100756,249,348
-215,-465,-101,760,15008,-5444,35,10,-16,-16573,100755,249,362
-216,-460,-89,832,14988,-5432,36,11,-15,-16574,100759,249,362
-222,-457,-96,772,15036,-5412,36,11,-15,-16571,100758,249,362
-215,-457,-96,848,15024,-5436,35,10,-17,-16571,100755,249,362
-219,-456,-95,780,15012,-5452,34,10,-15,-16574,100756,249,420
-223,-465,-99,784,15016,-5420,35,12,-16,-16575,100759,249,420
-221,-456,-99,772,15088,-5388,34,10,-15,-16570,100756,249,420
-220,-459,-95,816,14988,-5456,36,11,-16,-16571,100758,249,420
-207,-459,-85,776,14976,-5384,36,11,-15,-16574,100761,249,389
-212,-463,-96,748,15044,-5420,35,11,-17,-16571,100756,249,389
-220,-456,-95,764,15056,-5416,36,11,-16,-16584,100759,249,389
-214,-457,-95,772,15020,-5420,35,11,-16,-16578,100759,249,389
-218,-457,-101,744,14996,-5452,35,11,-16,-16574,100748,249,419
-222,-458,-93,812,15036,-5404,34,10,-16,-16570,100751,249,419
-219,-462,-104,780,15028,-5464,35,11,-15,-16570,100761,249,419
-218,-454,-104,808,14956,-5444,36,10,-14,-16570,100761,249,419
-214,-460,-98,800,15020,-5408,34,11,-15,-16571,100763,249,415
-222,-459,-92,844,15060,-5408,35,12,-16,-16576,100761,249,415
-221,-459,-86,740,15036,-5380,36,11,-15,-16576,100758,249,415
-222,-458,-94,812,15028,-5332,36,10,-15,-16573,100761,249,415
-220,-455,-95,820,15036,-5436,35,10,-16,-16578,100756,249,376
-218,-461,-99,748,15012,-5416,35,11,-15,-16574,100759,249,376
-217,-453,-90,800,15044,-5400,34,11,-15,-16575,100761,249,376
-221,-467,-88,752,15028,-5412,36,10,-15,-16569,100752,249,376
-217,-456,-98,768,15040,-5384,35,10,-16,-16573,100759,249,379
-221,-461,-98,768,14992,-5452,35,11,-16,-16570,100749,249,379
-214,-460,-97,784,15020,-5440,35,11,-16,-16579,100752,249,379
-218,-456,-99,820,15028,-5428,37,11,-16,-16566,100748,249,379
-215,-458,-95,784,14984,-5408,35,10,-16,-16569,100746,249,429
-223,-457,-94,772,15040,-5400,36,10,-16,-16566,100756,249,429
-223,-455,-92,828,15008,-5428,35,10,-16,-16573,100749,249,429
-218,-454,-97,812,14976,-5388,34,10,-16,-16574,100755,249,429
-219,-458,-99,808,14992,-5396,35,11,-16,-16570,100743,249,521
-218,-462,-96,844,15000,-5408,35,10,-16,-16573,100752,249,521
-212,-454,-98,804,15028,-5396,35,9,-15,-16568,100749,249,521
-213,-459,-100,768,15024,-5408,35,10,-15,-16577,100749,249,521
-224,-454,-96,760,15020,-5420,36,11,-16,-16570,100755,249,468
-214,-457,-98,788,15028,-5440,35,11,-15,-16562,100756,249,468
-218,-449,-93,764,15008,-5444,35,11,-16,-16573,100758,249,468
-219,-452,-96,824,15020,-5412,36,10,-16,-16562,100749,249,468
-219,-462,-95,800,15036,-5364,35,10,-16,-16570,100749,249,470
-217,-457,-91,768,15028,-5432,36,10,-15,-16570,100751,249,470
-224,-456,-99,844,15056,-5448,35,10,-14,-16549,100756,249,470
-219,-459,-96,828,15004,-5476,37,10,-15,-16570,100752,249,470
-219,-458,-99,788,15048,-5480,36,10,-15,-16564,100758,249,420
-219,-454,-100,808,15036,-5420,35,10,-15,-16567,100755,249,420
-223,-460,-95,752,14984,-5400,36,11,-16,-16571,100752,249,420
-224,-459,-97,820,15008,-5432,36,10,-16,-16576,100749,249,420
-218,-452,-99,824,14996,-5448,35,10,-15,-16573,100746,249,338
-220,-459,-95,808,14988,-5380,35,11,-15,-16569,100749,249,338
-219,-452,-99,792,14996,-5404,35,10,-16,-16568,100753,249,338
-216,-457,-97,788,15024,-5412,36,11,-15,-16568,100746,249,338
-220,-458,-95,784,14996,-5468,34,11,-16,-16572,100749,249,422
-225,-461,-97,784,15048,-5348,36,10,-15,-16569,100749,249,422
-218,-464,-98,772,14984,-5428,36,11,-15,-16570,100746,249,422
-221,-460,-89,820,15020,-5476,34,10,-17,-16575,100749,249,422
-216,-456,-96,792,15040,-5432,35,11,-16,-16571,100746,249,442
-215,-462,-94,760,15020,-5448,36,10,-16,-16569,100743,249,442
-217,-456,-99,760,15004,-5468,35,10,-15,-16568,100746,249,442
-220,-462,-98,780,15032,-5424,35,11,-16,-16573,100742,249,442
-218,-463,-99,788,15040,-5460,35,10,-16,-16566,100745,249,357
-221,-455,-99,804,14988,-5480,34,10,-16,-16575,100743,249,357
-212,-464,-95,808,14996,-5428,35,10,-15,-16576,100743,249,357
-220,-454,-102,780,15052,-5444,36,10,-16,-16567,100742,249,357
-220,-464,-96,784,14996,-5360,35,11,-16,-16578,100746,249,424
-221,-461,-104,780,15004,-5400,35,11,-16,-16568,100753,249,424
-221,-460,-94,784,15024,-5396,35,10,-16,-16562,100749,249,424
-218,-456,-99,788,15004,-5392,34,10,-15,-16571,100746,249,424
-212,-464,-97,712,15000,-5428,35,10,-15,-16570,100748,249,416
-224,-463,-91,788,15000,-5432,34,10,-16,-16569,100741,249,416
-222,-453,-88,748,15048,-5396,34,11,-15,-16573,100743,249,416
-220,-464,-97,880,15016,-5452,36,11,-15,-16571,100749,249,416
-220,-467,-94,772,15028,-5420,35,10,-16,-16569,100746,249,382
-219,-460,-94,776,14992,-5376,34,10,-15,-16547,100742,249,382
-221,-455,-90,748,15012,-5400,35,11,-15,-16559,100739,249,382
-217,-460,-99,788,15000,-5448,36,8,-16,-16572,100743,249,382
-217,-465,-95,764,15016,-5460,35,11,-15,-16552,100742,249,387
-220,-454,-100,768,15016,-5412,36,11,-15,-16575,100745,249,387
-219,-459,-88,784,15020,-5496,35,11,-16,-16575,100745,249,387
-223,-456,-94,804,15004,-5436,34,9,-16,-16575,100746,249,387
-217,-461,-95,788,15048,-5412,37,10,-16,-16561,100749,249,381
-217,-460,-99,792,15020,-5404,35,10,-17,-16570,100742,249,381
-222,-459,-91,816,15020,-5488,34,11,-15,-16570,100743,249,381
-214,-460,-91,780,14988,-5420,36,11,-15,-16572,100745,249,381
-220,-462,-94,868,14984,-5404,36,10,-17,-16569,100743,249,377
-212,-463,-89,788,15040,-5480,35,11,-14,-16540,100743,249,377
-222,-458,-94,776,14984,-5336,34,11,-16,-16568,100739,249,377
-209,-454,-95,788,15000,-5452,35,11,-17,-16556,100742,249,377
-216,-458,-94,788,14960,-5364,35,10,-15,-16567,100742,249,486
-222,-459,-93,832,14996,-5376,35,11,-15,-16569,100741,249,486
-214,-448,-96,784,15020,-5440,35,10,-17,-16547,100746,249,486
-217,-456,-95,792,15008,-5416,35,11,-16,-16555,100743,249,486
-221,-458,-94,828,14984,-5376,34,10,-16,-16564,100741,249,318
-220,-459,-91,784,15020,-5412,37,10,-15,-16550,100741,249,318
-218,-462,-96,824,15056,-5464,35,11,-16,-16576,100742,249,318
-222,-462,-96,868,15012,-5392,36,10,-16,-16577,100746,249,318
